halt_punkt_id,halt_punkt_diva,halt_id,GPS_Latitude,GPS_Longitude,GPS_Bearing,halt_punkt_ist_aktiv
303,51,143,"47,360017","8,456337",85,False
304,50,143,"47,360153","8,456180",270,False
686,50,309,"47,368125","8,463072",212,False
687,51,309,"47,368433","8,463819",19,False
823,51,373,"47,452401","8,571871",208,False
824,50,373,"47,452586","8,572158",29,False
825,1,373,"47,452018","8,571423",92,False
826,0,373,"47,452160","8,570723",275,False
827,3,373,"47,451956","8,571329",96,False
1290,56,588,"47,450402","8,563724",297,True
1291,53,588,"47,450591","8,563741",262,True
1292,63,588,"47,449842","8,563787",279,False
1293,55,588,"47,450465","8,563712",260,True
1294,57,588,"47,450367","8,563684",298,True
1295,58,588,"47,450276","8,563721",285,True
1296,66,588,"47,449718","8,563829",209,True
1297,65,588,"47,449772","8,563804",220,True
1298,61,588,"47,449998","8,563716",240,True
1299,1,588,"47,450074","8,564155",350,False
1300,67,588,"47,449645","8,563881",270,True
1301,50,588,"47,450423","8,564057",279,False
1302,0,588,"47,450273","8,564053",188,True
1303,68,588,"47,449591","8,563893",270,False
1304,51,588,"47,450704","8,563810",268,False
1305,64,588,"47,449808","8,563778",220,False
1306,52,588,"47,450645","8,563769",310,True
1307,60,588,"47,449927","8,563669",246,False
1308,54,588,"47,450510","8,563779",299,False
1309,62,588,"47,449910","8,563919",240,False
1371,51,623,"47,295130","8,564314",310,False
1372,52,623,"47,294788","8,564320",42,True
1558,1,701,"47,370287","8,514156",79,True
1559,0,701,"47,370283","8,513613",264,False
1560,10,701,"47,370444","8,513682",230,True
1561,11,701,"47,370099","8,514059",39,True
1562,91,701,"47,370368","8,514171",,True
1563,90,701,"47,370229","8,513625",,True
1564,80,701,,,,False
1622,50,729,"47,370671","8,453826",295,False
1623,51,729,"47,370423","8,454483",113,False
1624,80,729,,,,False
1671,51,751,"47,437516","8,560615",325,True
1672,50,751,"47,438002","8,562415",230,True
1673,1,751,"47,438158","8,563015",49,True
1674,0,751,"47,437874","8,562598",229,False
1790,50,809,"47,356969","8,438660",288,False
1791,51,809,"47,356904","8,438897",106,False
1792,52,809,"47,357159","8,437446",,False
1836,50,832,,,,False
1837,51,832,"47,317901","8,541632",347,True
1838,50,833,"47,318411","8,539076",160,True
1944,50,891,"47,368413","8,462031",290,False
1945,51,891,"47,368056","8,462766",147,False
1984,50,914,"47,290227","8,559715",154,False
1985,51,914,"47,290399","8,559626",336,False
2169,50,1005,"47,287666","8,562253",18,True
2170,51,1005,"47,287847","8,562177",192,True
2184,50,1010,"47,368990","8,501723",261,True
2185,0,1010,"47,368848","8,501575",261,False
2186,51,1010,"47,368888","8,502066",76,True
2187,1,1010,"47,368914","8,502159",76,True
2188,20,1010,"47,369379","8,501466",188,True
2189,21,1010,"47,369234","8,501556",5,True
2190,81,1010,,,,False
2300,50,1067,"47,433551","8,565714",208,False
2301,51,1067,"47,433508","8,565861",31,False
2391,50,1114,"47,396651","8,613102",258,False
2392,51,1114,"47,396670","8,613884",80,False
2393,80,1114,,,,False
2394,52,1114,"47,396947","8,613201",313,True
2718,50,1259,"47,324513","8,548132",166,True
2741,50,1270,"47,368223","8,495088",242,True
2742,20,1270,"47,367969","8,495401",64,False
2743,21,1270,"47,368020","8,495680",73,True
2744,10,1270,"47,368074","8,495694",73,False
2745,1,1270,"47,367807","8,495344",261,False
2746,0,1270,"47,367744","8,495343",261,False
2747,52,1270,"47,368233","8,495075",240,True
2748,90,1270,"47,367726","8,495383",200,True
2749,51,1270,"47,367996","8,495295",54,True
2813,50,1300,"47,291210","8,565064",63,False
2814,51,1300,"47,291267","8,564721",250,False
2827,90,1306,"47,374083","8,525660",,True
2828,1,1306,"47,374213","8,525305",297,False
2829,0,1306,"47,373946","8,525869",119,False
2830,91,1306,"47,374049","8,525487",,True
2831,86,1308,"47,374422","8,547754",170,True
2832,82,1308,,,,False
2833,21,1308,"47,376039","8,546993",133,True
2834,1,1308,"47,376617","8,548700",163,True
2835,90,1308,"47,377186","8,547480",,False
2836,83,1308,,,,False
2837,2,1308,"47,377791","8,548234",347,True
2838,88,1308,,,,False
2839,92,1308,"47,376518","8,548671",,True
2840,81,1308,"47,375583","8,548599",,True
2841,80,1308,,,,False
2842,93,1308,"47,377565","8,548322",,True
2843,91,1308,"47,376544","8,548738",,True
2844,0,1308,"47,377204","8,547467",249,False
2845,84,1308,"47,377241","8,547428",,True
2846,81,1309,,,,False
2847,80,1309,,,,True
2848,11,1309,"47,398499","8,533033",348,False
2849,12,1309,"47,398324","8,533401",174,False
2850,13,1309,"47,398300","8,533056",351,True
2851,1,1309,"47,398442","8,533284",345,False
2852,20,1309,"47,398436","8,533005",347,True
2853,90,1309,"47,398609","8,532731",,True
2854,2,1309,"47,398546","8,532729",108,False
2855,21,1309,"47,398098","8,533542",171,True
2856,0,1309,"47,398207","8,533398",168,False
2857,10,1309,"47,398236","8,533213",345,False
2858,50,1310,"47,390874","8,479377",32,True
2859,0,1310,"47,390649","8,479081",140,False
2860,10,1310,"47,390759","8,479495",53,False
2861,11,1310,"47,390798","8,479416",47,False
2862,21,1310,"47,390343","8,479089",30,False
2863,1,1310,"47,390703","8,479096",160,True
2864,20,1310,"47,390874","8,479363",45,False
2865,20,1311,"47,410213","8,545994",156,False
2866,80,1311,"47,410551","8,546359",190,True
2867,3,1311,"47,410212","8,546975",88,False
2868,81,1311,"47,410576","8,546598",30,True
2869,1,1311,"47,409967","8,546241",348,False
2870,2,1311,"47,410225","8,546564",262,False
2871,21,1311,"47,409588","8,546366",344,True
2872,0,1311,"47,409671","8,546248",168,False
2873,82,1311,,,,False
2874,84,1311,,,,False
2875,83,1311,,,,False
2876,85,1311,,,,False
2877,87,1311,,,,False
2878,86,1311,,,,False
2879,57,1312,"47,405490","8,404606",330,True
2880,51,1312,"47,405761","8,404412",45,False
2881,56,1312,"47,405879","8,404348",64,False
2882,52,1312,"47,405679","8,404609",150,False
2883,53,1312,"47,405942","8,404322",45,False
2884,54,1312,"47,405996","8,404284",50,False
2885,50,1312,"47,405707","8,404451",99,True
2886,55,1312,"47,405824","8,404373",53,True
2989,50,1362,"47,431445","8,543705",159,False
2990,51,1362,"47,431570","8,543774",339,False
2999,51,1366,"47,409380","8,595189",269,False
3000,50,1366,"47,409391","8,595057",266,False
3001,52,1366,"47,409046","8,596229",93,True
3002,1,1366,,,,True
3003,20,1366,"47,409068","8,595832",86,True
3004,0,1366,,,,True
3011,50,1370,"47,431125","8,466205",15,False
3012,51,1370,"47,431037","8,465991",192,True
3013,52,1370,"47,431794","8,466599",29,False
3014,54,1370,"47,431805","8,466603",30,False
3017,80,1372,,,,False
3018,50,1372,"47,395972","8,600237",99,False
3019,51,1372,"47,396091","8,599713",280,False
3026,51,1377,"47,441713","8,568551",51,False
3027,50,1377,"47,441682","8,568271",234,False
3028,0,1377,"47,441498","8,568269",234,True
3029,52,1377,"47,441605","8,568391",225,False
3030,1,1377,"47,441718","8,568751",54,False
3031,50,1378,"47,436049","8,558754",236,False
3032,51,1378,"47,435847","8,558286",50,True
3033,1,1378,"47,435205","8,557689",32,True
3034,0,1378,"47,434858","8,557351",212,False
3035,1,1379,"47,425399","8,560678",29,True
3036,50,1379,"47,425663","8,561492",126,False
3037,51,1379,"47,425777","8,561485",307,False
3038,0,1379,"47,425096","8,560406",209,False
3066,50,1392,"47,411639","8,597436",117,False
3067,51,1392,"47,411811","8,596939",299,False
3068,20,1393,"47,408530","8,580278",110,True
3069,21,1393,"47,408919","8,579107",294,True
3070,50,1393,"47,409055","8,579958",19,True
3086,51,1400,"47,434596","8,567566",317,True
3087,50,1400,"47,434242","8,567917",139,True
3095,50,1405,"47,321773","8,547718",334,False
3096,51,1405,"47,321991","8,547524",152,False
3097,50,1407,"47,324973","8,545191",169,False
3098,51,1407,"47,325261","8,545144",349,False
3099,52,1407,,,,False
3100,53,1407,,,,False
3118,50,1417,"47,438337","8,534965",153,False
3119,51,1417,"47,438717","8,534788",331,False
3120,50,1418,"47,402687","8,601509",114,True
3121,51,1418,"47,402782","8,601949",290,True
3162,50,1437,"47,381836","8,667934",104,False
3163,51,1437,"47,382029","8,667191",284,False
3174,50,1443,"47,414293","8,551468",261,False
3175,51,1443,"47,414292","8,551706",81,False
3176,80,1443,"47,413767","8,551488",,True
3177,82,1443,,,,False
3178,81,1443,"47,413830","8,551503",,True
3179,1,1443,"47,414837","8,551510",20,True
3180,83,1443,,,,False
3181,0,1443,"47,414553","8,551133",204,True
3184,50,1445,"47,397038","8,616634",260,True
3185,51,1445,"47,396959","8,616434",81,True
3200,51,1449,"47,404646","8,595497",292,True
3201,50,1449,"47,404336","8,595835",112,True
3205,53,1452,"47,431284","8,558508",128,True
3206,50,1452,"47,430627","8,559515",67,True
3207,51,1452,"47,430617","8,559648",243,False
3208,52,1452,"47,431173","8,558864",200,False
3209,54,1452,"47,430784","8,560049",61,True
3210,1,1452,"47,430457","8,559446",341,False
3211,0,1452,"47,430638","8,559290",154,True
3214,20,1454,"47,412096","8,483807",216,False
3215,11,1454,"47,412446","8,483906",347,False
3216,10,1454,"47,412239","8,483849",154,False
3218,50,1456,"47,395464","8,604174",83,False
3219,51,1456,"47,395638","8,603012",280,False
3220,52,1456,"47,395255","8,603533",170,True
3221,53,1456,,,,False
3257,50,1475,"47,395821","8,607149",78,False
3258,51,1475,"47,395785","8,606234",259,False
3302,50,1499,,,,False
3303,20,1499,"47,332962","8,534693",168,False
3304,20,1500,,,,False
3305,21,1500,,,,False
3306,22,1501,"47,404969","8,572861",4,False
3307,1,1501,"47,404472","8,572135",128,False
3308,20,1501,"47,404639","8,571582",308,True
3309,21,1501,"47,404749","8,571386",308,True
3310,0,1501,"47,404710","8,571756",308,False
3311,1,1502,"47,373438","8,529235",255,False
3312,0,1502,"47,373590","8,530297",86,False
3313,80,1502,,,,False
3314,3,1502,"47,373675","8,528896",326,True
3315,4,1502,"47,373250","8,529125",352,True
3316,2,1502,"47,373504","8,528905",157,True
3317,82,1502,,,,False
3318,5,1502,"47,373311","8,528451",350,True
3319,81,1502,,,,False
3320,6,1502,"47,372863","8,529197",,False
3321,1,1504,"47,398125","8,542047",26,False
3322,90,1504,"47,398977","8,543270",,True
3323,2,1504,"47,398970","8,543071",281,True
3324,83,1504,"47,396448","8,540542",,True
3325,50,1504,"47,397288","8,541116",186,True
3326,0,1504,"47,397436","8,541635",196,False
3327,20,1504,"47,398081","8,541901",17,True
3328,80,1504,"47,398129","8,541636",,True
3329,10,1504,"47,397643","8,541626",19,True
3330,81,1504,"47,397015","8,540567",,True
3331,51,1504,"47,397278","8,541301",357,False
3332,3,1504,"47,399014","8,543112",256,True
3333,82,1504,"47,396473","8,540807",,True
3334,98,1504,"47,398081","8,541901",,False
3335,99,1504,"47,397643","8,541626",,True
3344,50,1509,"47,319085","8,551260",70,True
3345,51,1509,"47,319061","8,551022",247,True
3346,50,1510,"47,318753","8,534255",157,True
3347,51,1510,"47,319096","8,534196",342,False
3348,1,1511,"47,343538","8,530146",327,False
3349,0,1511,"47,343258","8,530365",144,True
3350,10,1511,"47,344065","8,529627",77,False
3351,20,1511,"47,343782","8,530098",167,False
3352,80,1511,,,,False
3353,91,1511,"47,343521","8,530092",,True
3354,90,1511,"47,343284","8,530432",,True
3361,51,1517,"47,413970","8,450092",171,False
3362,52,1517,"47,413527","8,449315",308,True
3363,50,1517,"47,414062","8,449855",170,False
3364,51,1518,"47,324164","8,540386",342,True
3367,51,1520,"47,392151","8,427968",235,False
3368,50,1520,"47,392090","8,428120",50,False
3369,50,1521,,,,False
3370,51,1521,"47,329183","8,539563",342,True
3371,50,1522,"47,380181","8,429746",305,True
3372,51,1524,"47,322241","8,550466",346,True
3373,53,1524,,,,False
3374,50,1524,"47,322056","8,550392",165,False
3375,0,1525,"47,401934","8,534972",212,False
3376,80,1525,,,,False
3377,1,1525,"47,402264","8,535283",35,False
3378,50,1526,"47,322901","8,542648",233,True
3379,51,1526,"47,322865","8,542661",48,True
3383,90,1528,"47,369559","8,538901",,True
3384,2,1528,"47,369661","8,538678",220,False
3385,94,1528,"47,369549","8,539059",,True
3386,5,1528,"47,370069","8,539229",344,False
3387,1,1528,"47,369552","8,538715",243,False
3388,93,1528,"47,369856","8,538960",,True
3389,4,1528,"47,369726","8,539381",163,False
3390,0,1528,"47,369575","8,539179",101,False
3391,92,1528,"47,369695","8,538784",,True
3392,6,1528,"47,369628","8,538333",130,True
3393,3,1528,"47,369801","8,539078",52,False
3394,91,1528,"47,369656","8,539181",,True
3395,81,1528,"47,369986","8,536592",320,True
3396,82,1528,,,,False
3398,50,1530,,,,False
3399,51,1530,"47,326221","8,540719",349,True
3400,1,1532,"47,400376","8,543683",40,False
3401,50,1532,,,,False
3402,0,1532,"47,400128","8,543334",225,False
3403,91,1532,"47,400092","8,543293",,True
3404,90,1532,"47,400022","8,543106",,True
3405,55,1533,,,,False
3406,50,1533,"47,321636","8,545162",162,True
3407,51,1533,"47,321860","8,545193",357,True
3408,52,1533,"47,322499","8,545206",5,True
3409,53,1533,"47,322419","8,545139",180,True
3410,0,1534,"47,372382","8,526711",208,False
3411,91,1534,"47,372686","8,526955",,True
3412,90,1534,"47,372445","8,526765",,True
3413,1,1534,"47,372712","8,527049",53,True
3414,93,1535,"47,378215","8,509972",,True
3415,11,1535,"47,378092","8,509612",73,False
3416,0,1535,"47,378174","8,510514",129,False
3417,92,1535,"47,378175","8,510395",,True
3418,12,1535,"47,378114","8,509149",247,False
3419,80,1535,,,,False
3420,3,1535,"47,378241","8,510025",284,False
3421,91,1535,"47,378102","8,510473",,True
3422,10,1535,"47,378041","8,510286",99,False
3423,90,1535,"47,378273","8,510529",,True
3424,2,1535,"47,378120","8,510473",109,False
3425,1,1535,"47,378384","8,510094",296,False
3426,50,1536,"47,315228","8,535695",146,False
3427,51,1536,"47,315068","8,535820",330,False
3428,50,1537,"47,397327","8,447219",88,True
3429,10,1537,"47,397288","8,447629",84,False
3430,51,1537,,,,False
3431,50,1538,"47,324670","8,542949",167,True
3432,3,1539,"47,392331","8,538417",346,False
3433,91,1539,"47,391528","8,538665",,True
3434,1,1539,"47,392381","8,538842",10,False
3435,90,1539,"47,391526","8,538798",,True
3436,2,1539,"47,391518","8,538705",174,True
3437,80,1539,"47,391714","8,538947",,True
3438,10,1539,"47,391380","8,538093",266,False
3439,92,1539,"47,392111","8,538810",,True
3440,20,1539,"47,392478","8,538115",160,True
3441,93,1539,"47,392169","8,538400",,True
3442,11,1539,"47,391395","8,538451",94,False
3443,0,1539,"47,391518","8,538771",172,False
3444,50,1540,"47,399807","8,448565",356,True
3445,51,1540,"47,399429","8,448544",172,True
3446,10,1541,"47,376848","8,540508",95,False
3447,20,1541,"47,377012","8,539346",125,True
3448,1,1541,"47,377339","8,538982",294,False
3449,12,1541,"47,377960","8,537114",285,True
3450,80,1541,,,,False
3451,3,1541,,,,False
3452,0,1541,"47,377143","8,539812",113,False
3453,11,1541,"47,377306","8,539617",291,False
3454,1,1542,"47,378051","8,541671",337,False
3455,93,1542,"47,378114","8,541673",,True
3456,80,1542,,,,False
3457,0,1542,"47,377305","8,541629",197,False
3458,92,1542,"47,378016","8,541591",,True
3459,81,1542,"47,378698","8,539910",,True
3460,91,1542,"47,377295","8,541748",,True
3461,10,1542,"47,377616","8,542033",353,True
3462,90,1542,"47,377306","8,541590",,True
3463,0,1543,"47,396090","8,545105",107,False
3464,84,1543,,,,False
3465,20,1543,"47,395721","8,546024",142,True
3466,85,1543,,,,False
3467,91,1543,"47,396167","8,544550",,True
3468,81,1543,"47,396263","8,543903",,False
3469,90,1543,"47,396018","8,545090",,True
3470,22,1543,,,,False
3471,1,1543,"47,396258","8,544486",283,False
3472,83,1543,"47,396049","8,544627",110,True
3487,51,1552,"47,307408","8,542090",349,False
3488,50,1552,"47,307038","8,542135",160,False
3489,51,1553,"47,304670","8,544255",325,False
3490,50,1553,"47,304463","8,544251",147,False
3501,51,1557,"47,371670","8,523995",140,False
3502,21,1557,"47,371628","8,523703",309,False
3503,1,1557,"47,371325","8,524385",67,False
3504,0,1557,"47,371152","8,523627",243,False
3505,2,1557,"47,371606","8,524100",120,False
3506,3,1557,"47,371413","8,524546",308,False
3507,91,1557,"47,371255","8,524159",,True
3508,4,1557,"47,371535","8,524985",230,True
3509,20,1557,"47,371592","8,523689",293,True
3510,90,1557,"47,371178","8,523707",,True
3511,92,1557,"47,371385","8,524678",,True
3512,80,1557,"47,371447","8,523845",,True
3513,81,1557,"47,371439","8,524666",,True
3514,53,1557,"47,371900","8,523470",140,False
3515,50,1557,"47,371404","8,524546",280,False
3516,55,1557,"47,371819","8,523535",140,False
3529,51,1565,"47,366777","8,545821",318,False
3530,82,1565,,,,False
3531,87,1565,,,,False
3532,7,1565,"47,366694","8,546004",315,True
3533,86,1565,,,,False
3534,4,1565,"47,367051","8,544476",264,False
3535,50,1565,"47,366391","8,544793",157,True
3536,0,1565,"47,366871","8,545333",96,False
3537,84,1565,,,,False
3538,6,1565,"47,366698","8,545581",55,False
3539,54,1565,"47,367657","8,544118",45,True
3540,85,1565,,,,False
3541,3,1565,"47,367241","8,545274",336,False
3542,91,1565,"47,366873","8,545108",,True
3543,80,1565,"47,366589","8,545671",45,True
3544,90,1565,"47,366764","8,545317",,True
3545,83,1565,"47,365600","8,547478",45,False
3546,2,1565,"47,366942","8,545467",149,False
3547,81,1565,"47,367982","8,544853",325,True
3548,94,1565,"47,367342","8,545051",,True
3549,5,1565,"47,367306","8,545077",39,True
3550,52,1565,"47,366450","8,546132",140,True
3551,92,1565,"47,366575","8,545287",,True
3552,1,1565,"47,366966","8,544832",280,False
3553,93,1565,"47,367210","8,544704",,True
3554,53,1565,"47,366667","8,546030",315,False
3561,50,1571,"47,405413","8,481768",121,True
3562,0,1571,"47,405569","8,481386",319,False
3563,20,1571,"47,405404","8,481754",149,False
3566,21,1574,,,,False
3567,1,1574,"47,390278","8,523367",312,True
3568,93,1574,"47,390926","8,522413",,True
3569,4,1574,"47,390278","8,523341",312,True
3570,50,1574,"47,390047","8,522144",137,True
3571,0,1574,"47,389979","8,523586",142,False
3572,92,1574,"47,390716","8,522714",,True
3573,3,1574,"47,390260","8,523354",312,True
3574,91,1574,"47,390751","8,522781",,True
3575,10,1574,"47,390416","8,522125",208,False
3576,81,1574,,,,False
3577,20,1574,"47,390257","8,521804",205,True
3578,90,1574,"47,390748","8,522224",,True
3579,2,1574,"47,389988","8,523586",142,True
3580,11,1574,"47,391118","8,522974",30,False
3581,80,1574,,,,False
3582,82,1574,,,,False
3583,6,1574,"47,390968","8,521726",109,True
3584,5,1574,"47,391216","8,521188",289,True
3585,84,1574,,,,False
3586,83,1574,,,,False
3593,50,1580,,,,False
3594,0,1580,"47,405533","8,591343",292,False
3595,20,1580,"47,406286","8,591584",21,True
3596,21,1580,"47,406174","8,591092",210,False
3597,1,1580,"47,405393","8,591857",119,False
3598,50,1581,"47,416504","8,579272",103,False
3599,51,1581,"47,416730","8,578204",282,False
3600,1,1581,"47,416543","8,578647",283,False
3601,0,1581,"47,416456","8,579241",102,False
3630,50,1596,"47,421958","8,550029",122,False
3631,21,1596,"47,421773","8,549535",303,False
3632,22,1596,"47,421321","8,549777",216,False
3633,1,1596,"47,421688","8,549957",143,False
3634,0,1596,,,,False
3635,20,1596,"47,421996","8,549818",104,True
3638,50,1598,"47,420970","8,500984",113,False
3639,51,1598,"47,421209","8,500419",295,True
3640,10,1598,"47,420914","8,502163",133,True
3641,11,1598,"47,421288","8,501667",311,True
3694,50,1631,"47,297531","8,554156",327,False
3695,51,1631,"47,298231","8,553483",327,False
3712,52,1638,"47,311795","8,524352",188,False
3713,53,1638,"47,311740","8,524377",,False
3714,50,1638,"47,311803","8,524391",241,False
3715,54,1638,"47,311641","8,524454",26,False
3716,55,1638,"47,311515","8,524439",3,False
3789,21,1677,"47,424525","8,548678",330,False
3790,20,1677,"47,424566","8,548515",149,False
3793,51,1679,"47,384171","8,659335",130,False
3794,52,1679,"47,383954","8,659768",129,False
3795,53,1679,"47,383862","8,660003",126,False
3796,50,1679,"47,384063","8,659458",99,False
3797,90,1679,"47,383861","8,659904",130,True
3811,50,1686,"47,427799","8,473060",116,True
3812,51,1686,"47,427852","8,473167",296,True
3813,50,1687,"47,412730","8,593271",108,False
3814,51,1687,"47,412715","8,592704",289,False
3815,1,1687,"47,412649","8,592173",288,True
3816,0,1687,"47,412490","8,592766",108,True
3817,80,1687,,,,False
3818,81,1687,,,,False
3828,50,1692,"47,381031","8,673109",98,False
3829,51,1692,"47,381205","8,672970",275,False
3832,50,1694,"47,428028","8,557159",228,False
3833,51,1694,"47,428346","8,557886",46,False
3837,50,1697,"47,423276","8,558764",207,True
3838,51,1697,"47,423559","8,559353",30,True
3853,50,1706,"47,398390","8,620081",32,False
3854,51,1706,"47,398628","8,620366",230,False
3855,81,1706,"47,398752","8,620580",,True
3856,80,1706,"47,398688","8,620698",,True
3889,50,1723,"47,389171","8,425052",206,True
3890,51,1723,"47,389850","8,425647",26,True
3891,51,1724,"47,414157","8,399621",297,False
3892,80,1724,,,,False
3893,81,1724,,,,False
3894,50,1724,"47,414038","8,399911",116,True
3900,51,1729,"47,296792","8,562696",333,True
3914,50,1736,"47,312681","8,526698",184,True
3922,20,1741,"47,323204","8,514411",195,False
3925,51,1743,"47,300374","8,550394",328,True
3926,50,1743,"47,300212","8,550417",150,True
3936,50,1748,"47,302476","8,545096",161,False
3937,51,1748,"47,302683","8,545139",342,False
3980,21,1773,"47,365157","8,500879",335,False
3981,20,1773,"47,366400","8,496703",65,False
4002,50,1784,"47,445528","8,530751",159,False
4003,51,1784,"47,445880","8,530652",340,False
4012,51,1790,"47,430424","8,561175",43,False
4013,50,1790,"47,430344","8,560885",224,False
4026,20,1797,"47,427075","8,546318",144,False
4027,21,1797,"47,427753","8,545948",330,False
4052,50,1809,"47,451947","8,530180",151,False
4053,51,1809,"47,452018","8,530261",333,False
4064,90,1816,"47,376981","8,536975",,True
4065,2,1816,"47,376946","8,536828",202,True
4066,1,1816,"47,376919","8,536854",216,False
4067,0,1816,"47,376892","8,536880",221,True
4068,91,1816,"47,376999","8,536922",,True
4094,52,1829,"47,412268","8,545586",330,False
4095,50,1829,"47,411869","8,545536",351,False
4096,22,1829,"47,411682","8,545627",348,True
4097,24,1829,"47,410654","8,545951",170,True
4098,53,1829,"47,412337","8,545813",290,True
4099,23,1829,"47,411664","8,545640",209,True
4100,1,1829,"47,411409","8,544999",65,False
4101,20,1829,"47,411632","8,545242",225,True
4102,2,1829,"47,411306","8,544480",235,False
4103,21,1829,"47,411099","8,543601",241,True
4104,51,1829,"47,412119","8,546047",65,False
4105,0,1829,"47,411324","8,544533",223,False
4132,20,1843,"47,409503","8,479118",221,False
4133,21,1843,"47,410279","8,479743",356,False
4136,21,1845,"47,419543","8,506562",0,True
4137,11,1845,"47,419534","8,505554",296,True
4138,20,1845,"47,418701","8,506161",196,True
4139,10,1845,"47,418836","8,507131",111,False
4140,22,1846,"47,410412","8,572725",101,False
4141,20,1846,"47,410039","8,572214",183,False
4142,21,1846,"47,410861","8,571887",295,True
4149,50,1850,"47,449683","8,529868",172,False
4150,51,1850,"47,450061","8,529876",354,False
4151,21,1851,"47,358023","8,522235",175,False
4152,51,1851,"47,358367","8,522943",175,True
4153,20,1852,"47,363859","8,528139",210,True
4154,21,1852,"47,363822","8,528323",55,True
4155,1,1852,"47,364601","8,530630",55,False
4156,0,1852,"47,364533","8,530205",239,False
4159,91,1854,"47,357898","8,520247",,True
4160,90,1854,"47,357850","8,520576",,True
4161,1,1854,"47,357732","8,520693",125,False
4162,0,1854,"47,357942","8,520300",303,False
4163,50,1854,"47,357128","8,521727",168,False
4188,50,1869,"47,313212","8,527661",201,False
4189,51,1869,"47,312996","8,527603",21,False
4190,80,1869,,,,False
4195,0,1873,"47,416633","8,545293",203,False
4196,1,1873,"47,416928","8,545458",19,False
4197,80,1873,,,,False
4198,91,1873,"47,417018","8,545486",,True
4199,90,1873,"47,416490","8,545171",,True
4200,82,1873,,,,False
4201,81,1873,,,,False
4202,83,1873,,,,False
4203,50,1873,"47,416374","8,545115",199,True
4204,51,1873,"47,416498","8,545237",21,True
4205,20,1874,"47,421386","8,507580",201,False
4206,22,1874,"47,421423","8,507501",200,True
4207,21,1874,"47,420851","8,508006",285,False
4208,23,1874,"47,420885","8,507331",24,True
4212,50,1879,"47,400764","8,624401",233,True
4213,51,1879,"47,400568","8,623722",123,False
4218,1,1884,"47,411215","8,550282",2,True
4219,20,1884,,,,False
4220,90,1884,"47,410875","8,551004",,True
4221,21,1884,,,,False
4222,80,1884,"47,410608","8,549779",,True
4223,0,1884,"47,411010","8,550993",135,True
4224,81,1884,"47,411150","8,550453",,True
4225,2,1884,"47,410830","8,550075",190,True
4226,22,1884,"47,410660","8,552828",88,False
4227,23,1884,"47,410739","8,552048",265,True
4228,21,1885,"47,412670","8,541700",150,False
4229,22,1885,"47,412270","8,542040",150,False
4230,23,1885,"47,411751","8,543138",245,True
4231,24,1885,"47,412321","8,544634",245,True
4232,20,1885,"47,412030","8,542370",97,False
4239,0,1890,"47,377488","8,543169",278,False
4240,90,1890,"47,377533","8,543184",,True
4244,1,1893,"47,364421","8,531487",16,True
4245,5,1893,,,,False
4246,81,1893,,,,False
4247,2,1893,"47,364036","8,531320",182,True
4248,82,1893,"47,364117","8,531308",180,False
4249,83,1893,"47,364354","8,531962",10,True
4250,85,1893,,,,False
4251,3,1893,"47,364139","8,531904",208,False
4252,50,1893,"47,364606","8,532007",,True
4253,0,1893,"47,364080","8,531479",187,False
4254,90,1893,"47,363994","8,531941",,True
4255,80,1893,"47,363889","8,531661",,True
4256,84,1893,"47,363753","8,531857",,True
4258,4,1895,,,,False
4259,3,1895,,,,False
4260,1,1895,"47,376111","8,539499",19,True
4261,0,1895,"47,375969","8,539338",201,False
4273,50,1904,"47,317302","8,549636",80,False
4274,51,1904,"47,317314","8,549332",259,True
4275,0,1905,"47,364034","8,566205",44,False
4276,10,1905,"47,364279","8,566025",53,False
4277,12,1905,"47,363923","8,566494",152,False
4278,51,1905,"47,364227","8,566739",335,True
4279,11,1905,"47,364262","8,565852",226,False
4280,1,1905,"47,364131","8,566393",45,False
4281,80,1905,"47,365096","8,566135",,False
4282,50,1905,"47,363804","8,566690",102,False
4283,80,1906,,,,False
4284,3,1906,"47,374184","8,520656",137,True
4285,91,1906,"47,374639","8,521050",,True
4286,50,1906,"47,373751","8,521813",235,True
4287,10,1906,"47,374216","8,521081",230,True
4288,90,1906,"47,374458","8,521258",,True
4289,11,1906,"47,374284","8,521532",59,True
4290,1,1906,"47,374660","8,520746",292,False
4291,2,1906,,,,False
4292,0,1906,"47,374529","8,521273",100,False
4293,92,1906,"47,374156","8,520788",,True
4294,51,1909,"47,321856","8,535232",30,False
4296,50,1911,"47,320015","8,540657",154,True
4297,51,1911,"47,319752","8,540890",329,True
4304,50,1916,"47,425235","8,553451",214,True
4305,51,1916,"47,425706","8,554057",33,True
4310,22,1919,"47,413107","8,546227",140,False
4311,51,1919,"47,413484","8,546341",15,False
4312,83,1919,,,,False
4313,3,1919,"47,413415","8,546293",19,False
4314,81,1919,"47,413774","8,547884",80,True
4315,20,1919,,,,True
4316,2,1919,"47,413553","8,546324",197,False
4317,80,1919,,,,False
4318,82,1919,,,,False
4319,21,1919,,,,True
4320,1,1919,"47,413447","8,545886",327,False
4321,0,1919,"47,413418","8,545876",147,False
4322,50,1920,"47,414249","8,585899",91,True
4323,51,1920,"47,414270","8,585608",268,True
4324,0,1920,"47,413495","8,584863",88,False
4325,1,1920,"47,413437","8,584305",268,False
4340,50,1928,"47,418063","8,561663",122,False
4341,51,1928,"47,418161","8,561624",301,False
